:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-276804,InvestigationCase,CASE-276804,CLM-276804,Fraud Ring,Escalated to SIU,P1 - Critical,2/2/2015,Inv. Angela Ruiz,SIU-Southeast,3,5000.0,RING-018,Yes,GraphSAGE-Fraud,0.622,36.0,"Incident on 2/2/2015 in Springfield, PA.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $5000",INVESTIGATE_FURTHER,49,Yes,Injury No Police Report|Fraud Ring Cluster,Fraud Confirmed,,Police Report|Dashcam,107,4254.73,Yes,2419.68,Yes,TRACE-07DE0F041990,CLM-276804|ADJ-9736,
CASE-507545,InvestigationCase,CASE-507545,CLM-507545,High Value,Closed - Cleared,P2 - High,1/4/2015,Inv. Sarah Chen,SIU-Southeast,0,54450.0,,No,HINormer-Auto,0.783,72.0,"Incident on 1/4/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $54450",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K,Cleared,11/8/2015,Bank Records|Police Report,140,0.0,No,0.0,No,TRACE-B149A9EB74E4,CLM-507545|ADJ-8381,
CASE-485642,InvestigationCase,CASE-485642,CLM-485642,High Value,Open,P1 - Critical,2/19/2015,Inv. Priya Nair,SIU-Southeast,2,61920.0,,No,RuleBased-v4,0.84,63.0,"Incident on 2/19/2015 in Northbrook, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $61920",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K|Injury No Police Report,Cleared,,Medical Records|Bank Records|Dashcam,328,0.0,Yes,0.0,No,TRACE-C7A1CB54E61E,CLM-485642|ADJ-9379,
CASE-796375,InvestigationCase,CASE-796375,CLM-796375,Fraud - Individual,Closed - Cleared,P2 - High,1/12/2015,Inv. Angela Ruiz,SIU-West,6,43700.0,,No,GraphSAGE-Fraud,0.721,36.0,"Incident on 1/12/2015 in Hillsdale, VA.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $43700",INVESTIGATE_FURTHER,59,Yes,Injury No Police Report,Pending,27/7/2015,Police Report|Medical Records,183,36988.21,No,5150.39,Yes,TRACE-C98C027AFF6B,CLM-796375|ADJ-5948,
CASE-171183,InvestigationCase,CASE-171183,CLM-171183,High Value,Open,P1 - Critical,1/24/2015,Inv. Angela Ruiz,SIU-West,2,64080.0,,No,HINormer-Auto,0.552,18.0,"Incident on 1/24/2015 in Riverwood, NC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $64080",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K,Cleared,11/3/2015,Dashcam|Bank Records|CCTV|Cell Data|Repair Estimate,52,0.0,No,0.0,No,TRACE-927AC0EC8AF9,CLM-171183|ADJ-9934,
CASE-110084,InvestigationCase,CASE-110084,CLM-110084,Fraud - Individual,Open,P2 - High,2/17/2015,Inv. Marcus Webb,SIU-West,6,55000.0,,No,GraphSAGE-Fraud,0.822,36.0,"Incident on 2/17/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $55000",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K,Pending,15/7/2015,Medical Records|Police Report,340,33276.07,No,0.0,No,TRACE-EA63D1C163CF,CLM-110084|ADJ-3032,
CASE-714784,InvestigationCase,CASE-714784,CLM-714784,High Value,Open,P3 - Medium,1/13/2015,Inv. Derek Moss,SIU-West,1,4400.0,,No,GraphSAGE-Fraud,0.614,36.0,"Incident on 1/13/2015 in Columbus, WV.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $4400",LOW_RECOVERY_POTENTIAL,39,Yes,Injury No Police Report,Cleared,2/7/2015,Bank Records|Dashcam,188,0.0,Yes,0.0,No,TRACE-7AA044B3B574,CLM-714784|ADJ-1794,
CASE-143924,InvestigationCase,CASE-143924,CLM-143924,High Value,Escalated to SIU,P1 - Critical,2/28/2015,Inv. Marcus Webb,SIU-Central,1,71640.0,,No,HINormer-Auto,0.747,54.0,"Incident on 2/28/2015 in Hillsdale, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 2
Witnesses: 1 | Police Report: YES
Total Claim: $71640",VIABLE_RECOVERY_CASE,76,Yes,High Value >$50K,Cleared,7/9/2015,Dashcam|Police Report,298,0.0,No,0.0,No,TRACE-3B850B2272E3,CLM-143924|ADJ-7803,
CASE-996850,InvestigationCase,CASE-996850,CLM-996850,High Value,Under Review,P1 - Critical,1/3/2015,Inv. Derek Moss,SIU-Central,2,61740.0,,No,FraudGNN-v2.1,0.574,18.0,"Incident on 1/3/2015 in Arlington, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $61740",INVESTIGATE_FURTHER,43,Yes,High Value >$50K|Injury No Police Report,Cleared,18/7/2015,Witness Statement|Repair Estimate|Medical Records|Bank Records|Police Report,99,0.0,No,0.0,No,TRACE-B8E884E63A63,CLM-996850|ADJ-2482,
CASE-284834,InvestigationCase,CASE-284834,CLM-284834,High Value,Under Review,P2 - High,2/5/2015,Inv. Priya Nair,SIU-Northeast,0,57500.0,,No,HINormer-Auto,0.685,18.0,"Incident on 2/5/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $57500",VIABLE_RECOVERY_CASE,60,Yes,High Value >$50K,High Value Approved,8/8/2015,Repair Estimate|Medical Records|Dashcam|Witness Statement|Bank Records,153,0.0,No,0.0,No,TRACE-894C3F4805D0,CLM-284834|ADJ-6569,
CASE-270208,InvestigationCase,CASE-270208,CLM-270208,High Value,Under Review,P1 - Critical,1/6/2015,Inv. Priya Nair,SIU-Northeast,2,77100.0,,No,GraphSAGE-Fraud,0.718,63.0,"Incident on 1/6/2015 in Riverwood, VA.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 4
Witnesses: 1 | Police Report: ?
Total Claim: $77100",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K|Injury No Police Report,Pending,18/4/2015,Bank Records|Repair Estimate|Police Report,14,0.0,Yes,0.0,No,TRACE-9DB8A5BAE7CA,CLM-270208|ADJ-1769,
CASE-407958,InvestigationCase,CASE-407958,CLM-407958,High Value,Pending Evidence,P2 - High,2/3/2015,Inv. Priya Nair,SIU-Central,2,59400.0,,No,GraphSAGE-Fraud,0.595,27.0,"Incident on 2/3/2015 in Springfield, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $59400",INVESTIGATE_FURTHER,40,Yes,High Value >$50K,Cleared,25/9/2015,Police Report|Witness Statement|Dashcam,208,0.0,No,0.0,No,TRACE-C6240ECA0867,CLM-407958|ADJ-5611,
CASE-832300,InvestigationCase,CASE-832300,CLM-832300,High Value,Escalated to SIU,P2 - High,2/12/2015,Inv. Derek Moss,SIU-Southeast,1,54890.0,,No,GraphSAGE-Fraud,0.712,45.0,"Incident on 2/12/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $54890",INVESTIGATE_FURTHER,58,Yes,High Value >$50K,Cleared,7/1/2015,Dashcam|Bank Records|CCTV|Witness Statement|Police Report,243,0.0,Yes,28741.92,No,TRACE-28CF575D649B,CLM-832300|ADJ-5884,
CASE-927205,InvestigationCase,CASE-927205,CLM-927205,High Value,Open,P1 - Critical,2/16/2015,Inv. Priya Nair,SIU-Northeast,1,74030.0,,No,RuleBased-v4,0.792,63.0,"Incident on 2/16/2015 in Columbus, WV.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $74030",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K,Pending,15/9/2015,Cell Data|Police Report|Repair Estimate|Witness Statement|Medical Records,75,0.0,Yes,0.0,No,TRACE-9886F817C582,CLM-927205|ADJ-7689,
CASE-655356,InvestigationCase,CASE-655356,CLM-655356,High Value,Closed - Fraud Confirmed,P1 - Critical,2/25/2015,Inv. Derek Moss,SIU-Midwest,3,61490.0,,No,GraphSAGE-Fraud,0.81,45.0,"Incident on 2/25/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $61490",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K,High Value Approved,,Cell Data|Dashcam,198,0.0,No,0.0,No,TRACE-971F9164154C,CLM-655356|ADJ-8695,
CASE-831053,InvestigationCase,CASE-831053,CLM-831053,High Value,Open,P1 - Critical,1/21/2015,Inv. Angela Ruiz,SIU-Southeast,0,79560.0,,No,RuleBased-v4,0.738,54.0,"Incident on 1/21/2015 in Northbrook, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $79560",STRONG_RECOVERY_CASE,81,Yes,High Value >$50K,Cleared,5/7/2015,Medical Records|Dashcam,92,0.0,Yes,0.0,No,TRACE-DC425C23420F,CLM-831053|ADJ-6088,
CASE-893853,InvestigationCase,CASE-893853,CLM-893853,High Value,Closed - Fraud Confirmed,P1 - Critical,2/27/2015,Inv. Sarah Chen,SIU-Northeast,2,77770.0,,No,FraudGNN-v2.1,0.65,45.0,"Incident on 2/27/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $77770",INVESTIGATE_FURTHER,59,Yes,High Value >$50K|Injury No Police Report,Pending,9/12/2015,CCTV|Cell Data|Medical Records|Police Report,53,0.0,No,0.0,No,TRACE-198569299B2A,CLM-893853|ADJ-3885,
CASE-594988,InvestigationCase,CASE-594988,CLM-594988,Fraud - Individual,Escalated to SIU,P1 - Critical,2/10/2015,Inv. Angela Ruiz,SIU-Midwest,4,74700.0,,No,GraphSAGE-Fraud,0.802,63.0,"Incident on 2/10/2015 in Columbus, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 2
Witnesses: 2 | Police Report: ?
Total Claim: $74700",VIABLE_RECOVERY_CASE,71,Yes,High Value >$50K|Injury No Police Report,Cleared,7/5/2015,Medical Records|Cell Data|Witness Statement,292,40537.7,Yes,0.0,No,TRACE-EEEAC3876695,CLM-594988|ADJ-9058,
CASE-979544,InvestigationCase,CASE-979544,CLM-979544,High Value,Open,P2 - High,1/18/2015,Inv. Priya Nair,SIU-Midwest,1,40600.0,,No,RuleBased-v4,0.8,63.0,"Incident on 1/18/2015 in Arlington, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 2
Witnesses: 2 | Police Report: ?
Total Claim: $40600",VIABLE_RECOVERY_CASE,66,No,,Pending,,Medical Records|Witness Statement,237,0.0,Yes,0.0,No,TRACE-78648F5130E1,CLM-979544|ADJ-5049,
CASE-191891,InvestigationCase,CASE-191891,CLM-191891,High Value,Closed - Cleared,P2 - High,1/13/2015,Inv. Sarah Chen,SIU-West,0,45270.0,,No,GraphSAGE-Fraud,0.595,18.0,"Incident on 1/13/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $45270",LOW_RECOVERY_POTENTIAL,38,No,,Cleared,6/7/2015,Repair Estimate|Cell Data|CCTV|Dashcam|Police Report,91,0.0,Yes,0.0,No,TRACE-44E5D8F1C66A,CLM-191891|ADJ-4428,
CASE-831479,InvestigationCase,CASE-831479,CLM-831479,High Value,Under Review,P2 - High,1/31/2015,Inv. Sarah Chen,SIU-Northeast,2,47080.0,,No,GraphSAGE-Fraud,0.819,45.0,"Incident on 1/31/2015 in Springfield, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: ?
Total Claim: $47080",VIABLE_RECOVERY_CASE,71,No,,High Value Approved,,Police Report|Cell Data|Dashcam,313,0.0,No,0.0,No,TRACE-84F1826BA7E0,CLM-831479|ADJ-7706,
CASE-714346,InvestigationCase,CASE-714346,CLM-714346,Fraud - Individual,Under Review,P2 - High,1/15/2015,Inv. Derek Moss,SIU-Midwest,4,40700.0,,No,HINormer-Auto,0.518,0.0,"Incident on 1/15/2015 in Hillsdale, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $40700",LOW_RECOVERY_POTENTIAL,25,Yes,Low AI Confidence + Fraud Flag,Inconclusive,13/9/2015,Cell Data|Dashcam,332,29441.36,No,17355.97,No,TRACE-D246B1B785DD,CLM-714346|ADJ-5223,
CASE-326289,InvestigationCase,CASE-326289,CLM-326289,High Value,Closed - Cleared,P2 - High,2/13/2015,Inv. Sarah Chen,SIU-Northeast,0,34650.0,,No,HINormer-Auto,0.72,45.0,"Incident on 2/13/2015 in Riverwood, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $34650",VIABLE_RECOVERY_CASE,69,No,,Pending,8/4/2015,Witness Statement|Cell Data|Bank Records,279,0.0,No,5045.04,No,TRACE-9C1A0E964BA3,CLM-326289|ADJ-9209,
CASE-779156,InvestigationCase,CASE-779156,CLM-779156,Fraud - Individual,Closed - Cleared,P1 - Critical,1/3/2015,Inv. Sarah Chen,SIU-Midwest,4,78980.0,,No,FraudGNN-v2.1,0.699,36.0,"Incident on 1/3/2015 in Hillsdale, VA.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $78980",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K|Injury No Police Report,Pending,,Dashcam|Bank Records,236,51513.76,No,0.0,No,TRACE-C9047F5C38C1,CLM-779156|ADJ-8523,
CASE-856153,InvestigationCase,CASE-856153,CLM-856153,High Value,Open,P3 - Medium,1/13/2015,Inv. Derek Moss,SIU-Midwest,2,6160.0,,No,RuleBased-v4,0.752,36.0,"Incident on 1/13/2015 in Riverwood, SC.
Type: Parked Car | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $6160",INVESTIGATE_FURTHER,54,Yes,Injury No Police Report,High Value Approved,17/4/2015,Cell Data|Witness Statement|Repair Estimate|Police Report|CCTV,325,0.0,No,0.0,No,TRACE-2462A3A3188E,CLM-856153|ADJ-6825,
CASE-473338,InvestigationCase,CASE-473338,CLM-473338,High Value,Closed - Fraud Confirmed,P1 - Critical,2/14/2015,Inv. Priya Nair,SIU-Southeast,2,85250.0,,No,HINormer-Auto,0.883,54.0,"Incident on 2/14/2015 in Northbrook, NC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $85250",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K|Injury No Police Report,Pending,5/5/2015,Police Report|Medical Records|CCTV|Dashcam|Witness Statement,317,0.0,No,0.0,No,TRACE-D6F58653B22B,CLM-473338|ADJ-2244,
CASE-521694,InvestigationCase,CASE-521694,CLM-521694,High Value,Under Review,P1 - Critical,1/20/2015,Inv. Priya Nair,SIU-Northeast,0,72840.0,,No,RuleBased-v4,0.759,81.0,"Incident on 1/20/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 4
Witnesses: 2 | Police Report: NO
Total Claim: $72840",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K,Cleared,,Witness Statement|Bank Records,307,0.0,No,0.0,No,TRACE-A2197F133CDA,CLM-521694|ADJ-5958,
CASE-730819,InvestigationCase,CASE-730819,CLM-730819,Fraud Ring,Closed - Cleared,P1 - Critical,1/3/2015,Inv. Sarah Chen,SIU-West,4,87890.0,RING-015,Yes,GraphSAGE-Fraud,0.706,45.0,"Incident on 1/3/2015 in Riverwood, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $87890",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K|Fraud Ring Cluster,Cleared,20/9/2015,Medical Records|Police Report|Repair Estimate|Dashcam|Witness Statement,51,61390.95,No,0.0,No,TRACE-2E133EE554EA,CLM-730819|ADJ-8015,
CASE-912665,InvestigationCase,CASE-912665,CLM-912665,Fraud Ring,Closed - Cleared,P1 - Critical,3/1/2015,Inv. Sarah Chen,SIU-Midwest,5,60500.0,RING-006,Yes,RuleBased-v4,0.747,54.0,"Incident on 3/1/2015 in Northbrook, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 2 | Police Report: YES
Total Claim: $60500",STRONG_RECOVERY_CASE,81,Yes,High Value >$50K|Fraud Ring Cluster,Fraud Confirmed,17/12/2015,Medical Records|Witness Statement,205,33663.96,No,29094.48,Yes,TRACE-7D9BE1F35B43,CLM-912665|ADJ-5843,
CASE-469966,InvestigationCase,CASE-469966,CLM-469966,High Value,Escalated to SIU,P1 - Critical,1/1/2015,Inv. Marcus Webb,SIU-Central,2,88220.0,,No,RuleBased-v4,0.713,63.0,"Incident on 1/1/2015 in Columbus, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $88220",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K,Cleared,4/7/2015,Bank Records|Dashcam|Witness Statement|Medical Records,203,0.0,Yes,0.0,No,TRACE-73CFCF48CE25,CLM-469966|ADJ-6912,
CASE-952300,InvestigationCase,CASE-952300,CLM-952300,High Value,Pending Evidence,P2 - High,1/29/2015,Inv. Marcus Webb,SIU-Midwest,3,53680.0,,No,RuleBased-v4,0.695,63.0,"Incident on 1/29/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 2 | Police Report: NO
Total Claim: $53680",VIABLE_RECOVERY_CASE,72,Yes,High Value >$50K|Injury No Police Report,Cleared,,Cell Data|Bank Records,306,0.0,No,30240.73,No,TRACE-55BA77FF0265,CLM-952300|ADJ-3415,
CASE-322609,InvestigationCase,CASE-322609,CLM-322609,High Value,Closed - Fraud Confirmed,P2 - High,1/10/2015,Inv. Angela Ruiz,SIU-Northeast,1,53800.0,,No,GraphSAGE-Fraud,0.65,18.0,"Incident on 1/10/2015 in Springfield, VA.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $53800",VIABLE_RECOVERY_CASE,60,Yes,High Value >$50K,Cleared,,Cell Data|Medical Records,317,0.0,No,6659.65,No,TRACE-FF8AF0E942B2,CLM-322609|ADJ-2777,
CASE-890280,InvestigationCase,CASE-890280,CLM-890280,Fraud - Individual,Under Review,P2 - High,1/29/2015,Inv. Angela Ruiz,SIU-Central,3,54360.0,,No,RuleBased-v4,0.9,54.0,"Incident on 1/29/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $54360",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K,Inconclusive,1/9/2015,CCTV|Dashcam|Repair Estimate|Medical Records,104,43615.12,Yes,0.0,Yes,TRACE-26EBDB96FB4A,CLM-890280|ADJ-9407,
CASE-431583,InvestigationCase,CASE-431583,CLM-431583,High Value,Pending Evidence,P2 - High,2/20/2015,Inv. Angela Ruiz,SIU-Midwest,0,54340.0,,No,RuleBased-v4,0.77,45.0,"Incident on 2/20/2015 in Arlington, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $54340",STRONG_RECOVERY_CASE,89,Yes,High Value >$50K,Pending,,Police Report|Repair Estimate,189,0.0,Yes,26249.32,No,TRACE-308CC86DAEB0,CLM-431583|ADJ-7048,
CASE-155912,InvestigationCase,CASE-155912,CLM-155912,Fraud Ring,Escalated to SIU,P1 - Critical,1/21/2015,Inv. Priya Nair,SIU-Midwest,2,2860.0,RING-003,Yes,HINormer-Auto,0.762,27.0,"Incident on 1/21/2015 in Columbus, SC.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $2860",VIABLE_RECOVERY_CASE,60,Yes,Fraud Ring Cluster,Pending,,Witness Statement|Dashcam,314,1455.16,No,0.0,No,TRACE-5AF0918974AD,CLM-155912|ADJ-3323,
CASE-409074,InvestigationCase,CASE-409074,CLM-409074,Fraud Ring,Open,P1 - Critical,1/13/2015,Inv. Derek Moss,SIU-Northeast,7,50800.0,RING-001,Yes,FraudGNN-v2.1,0.633,45.0,"Incident on 1/13/2015 in Columbus, NC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 0 | Police Report: NO
Total Claim: $50800",INVESTIGATE_FURTHER,56,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Pending,19/10/2015,Bank Records|Cell Data|Dashcam,140,40488.09,No,0.0,No,TRACE-FAC088BB6139,CLM-409074|ADJ-8442,
CASE-824728,InvestigationCase,CASE-824728,CLM-824728,High Value,Open,P2 - High,2/13/2015,Inv. Derek Moss,SIU-Southeast,2,41520.0,,No,RuleBased-v4,0.784,63.0,"Incident on 2/13/2015 in Northbrook, VA.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 2
Witnesses: 1 | Police Report: ?
Total Claim: $41520",VIABLE_RECOVERY_CASE,61,No,,Cleared,19/2/2015,Police Report|Dashcam|Cell Data|Medical Records,125,0.0,No,0.0,No,TRACE-ADEC0916C85F,CLM-824728|ADJ-8159,
CASE-606037,InvestigationCase,CASE-606037,CLM-606037,High Value,Closed - Cleared,P1 - Critical,1/8/2015,Inv. Derek Moss,SIU-Northeast,3,89650.0,,No,HINormer-Auto,0.785,45.0,"Incident on 1/8/2015 in Riverwood, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $89650",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,Cleared,25/9/2015,Bank Records|Dashcam|CCTV|Repair Estimate,226,0.0,Yes,0.0,No,TRACE-151040F670B9,CLM-606037|ADJ-9054,
CASE-636843,InvestigationCase,CASE-636843,CLM-636843,High Value,Under Review,P2 - High,2/17/2015,Inv. Angela Ruiz,SIU-Central,0,39690.0,,No,HINormer-Auto,0.739,45.0,"Incident on 2/17/2015 in Hillsdale, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $39690",VIABLE_RECOVERY_CASE,63,No,,Cleared,21/5/2015,Repair Estimate|Bank Records|Medical Records,161,0.0,Yes,0.0,No,TRACE-FAFD069AF95E,CLM-636843|ADJ-8697,
CASE-111874,InvestigationCase,CASE-111874,CLM-111874,High Value,Closed - Cleared,P1 - Critical,1/15/2015,Inv. Marcus Webb,SIU-Northeast,1,62260.0,,No,HINormer-Auto,0.614,18.0,"Incident on 1/15/2015 in Springfield, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $62260",INVESTIGATE_FURTHER,43,Yes,High Value >$50K|Injury No Police Report,Cleared,26/5/2015,Witness Statement|Police Report|Medical Records,283,0.0,No,0.0,No,TRACE-80C941AE2C69,CLM-111874|ADJ-5620,
CASE-439844,InvestigationCase,CASE-439844,CLM-439844,Fraud - Individual,Closed - Cleared,P2 - High,1/24/2015,Inv. Sarah Chen,SIU-West,5,51920.0,,No,FraudGNN-v2.1,0.687,27.0,"Incident on 1/24/2015 in Hillsdale, NC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $51920",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K,Cleared,18/4/2015,Bank Records|Medical Records|Police Report|Witness Statement|CCTV,263,26988.99,No,0.0,Yes,TRACE-1219970F0A64,CLM-439844|ADJ-7223,
