:ID,:LABEL,policy_number,policy_bind_date,policy_expiry_date,policy_state,policy_status,coverage_csl,bodily_injury_limit,property_damage_limit,deductible_amount,annual_premium,monthly_premium,payment_frequency,total_paid_to_date,umbrella_coverage,umbrella_limit,uninsured_motorist_coverage,medical_payments_coverage,collision_coverage,comprehensive_coverage,endorsements,endorsement_count,multi_policy_discount,safe_driver_discount,loyalty_discount,total_discount_pct,prior_policy_carrier,policy_source_channel,renewal_count,cancellation_reason,last_reviewed_date,underwriter_id,territory_code,rated_drivers_count,rated_vehicles_count
POL-756870,Policy,756870,1/26/1996,1/26/1997,IN,Active,500/1000,500K,1000K,500,1135.43,94.62,Annual,27818.03,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Custom Parts|Roadside Assistance,3,No,No,Yes,2.6,Allstate,Online,23,N/A,2/01/2015,UW-1053,TER-IN-23,1,1
POL-337158,Policy,337158,4/8/1991,4/8/1992,OH,Active,250/500,250K,500K,2000,945.73,78.81,Quarterly,21468.07,Yes,5000000,Yes,No,Yes,No,Roadside Assistance|Rideshare Coverage,2,No,Yes,Yes,5.7,Allstate,Online,21,N/A,5/01/2015,UW-9087,TER-OH-18,2,1
POL-919875,Policy,919875,6/29/2002,6/29/2003,IN,Pending Renewal,100/300,100K,300K,2000,1118.76,93.23,Monthly,2461.27,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Rideshare Coverage,3,No,No,No,24.8,Progressive,Referral,1,N/A,26/01/2015,UW-6407,TER-IN-60,2,1
POL-315631,Policy,315631,4/9/1999,4/9/2000,IN,Active,500/1000,500K,1000K,2000,1231.98,102.67,Monthly,25748.38,No,0,Yes,No,Yes,Yes,New Car Replacement,1,No,No,Yes,9.0,Allstate,Phone,19,N/A,17/01/2015,UW-7279,TER-IN-82,2,1
POL-113464,Policy,113464,4/19/2009,4/19/2010,IN,Active,500/1000,500K,1000K,2000,1005.47,83.79,Monthly,15082.05,No,0,Yes,No,Yes,Yes,New Car Replacement|Custom Parts|Gap Coverage,3,No,Yes,Yes,3.1,State Farm,Agent,14,N/A,9/01/2015,UW-6450,TER-IN-12,2,1
POL-556415,Policy,556415,8/22/1991,8/22/1992,OH,Active,100/300,100K,300K,2000,1108.97,92.41,Quarterly,36263.32,No,0,Yes,Yes,Yes,No,New Car Replacement|Roadside Assistance|Gap Coverage,3,Yes,No,Yes,19.7,Allstate,Agent,31,N/A,27/01/2015,UW-6402,TER-OH-16,1,1
POL-250249,Policy,250249,11/28/1991,11/28/1992,IN,Active,100/300,100K,300K,500,1392.39,116.03,Quarterly,16569.44,Yes,5000000,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,15.3,None - First Policy,Agent,10,N/A,17/01/2015,UW-9589,TER-IN-90,1,1
POL-403776,Policy,403776,4/27/2012,4/27/2013,IN,Active,100/300,100K,300K,2000,1317.97,109.83,Quarterly,40725.27,No,0,Yes,Yes,Yes,Yes,Custom Parts|Rental Reimbursement|Rideshare Coverage,3,Yes,No,Yes,22.0,Allstate,Online,29,N/A,14/01/2015,UW-7040,TER-IN-39,2,1
POL-396002,Policy,396002,3/4/2007,3/4/2008,IN,Pending Renewal,250/500,250K,500K,1000,1588.22,132.35,Monthly,38593.75,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rideshare Coverage|Rental Reimbursement,3,Yes,No,Yes,7.3,None - First Policy,Agent,23,N/A,26/01/2015,UW-5109,TER-IN-27,1,1
POL-976908,Policy,976908,12/31/2012,12/31/2013,IL,Active,250/500,250K,500K,500,900.02,75.0,Quarterly,12420.28,Yes,6000000,Yes,Yes,No,Yes,New Car Replacement|Rental Reimbursement|Gap Coverage,3,Yes,No,Yes,9.0,Allstate,Agent,12,N/A,23/01/2015,UW-4633,TER-IL-57,2,1
POL-509489,Policy,509489,12/21/2013,12/21/2014,OH,Active,100/300,100K,300K,1000,1744.64,145.39,Annual,23029.25,Yes,3000000,Yes,No,Yes,Yes,Gap Coverage,1,No,Yes,Yes,19.7,State Farm,Online,12,N/A,10/01/2015,UW-4088,TER-OH-29,1,1
POL-485295,Policy,485295,4/28/2005,4/28/2006,OH,Pending Renewal,250/500,250K,500K,1000,1260.56,105.05,Annual,25337.26,No,0,No,Yes,Yes,Yes,Rideshare Coverage,1,No,Yes,Yes,19.1,None - First Policy,Agent,19,N/A,17/01/2015,UW-3345,TER-OH-63,1,1
POL-361829,Policy,361829,9/17/1994,9/17/1995,OH,Active,500/1000,500K,1000K,2000,1021.14,85.09,Monthly,8781.8,No,0,Yes,No,Yes,Yes,New Car Replacement|Roadside Assistance,2,No,Yes,Yes,2.8,Allstate,Online,7,N/A,14/01/2015,UW-5313,TER-OH-49,1,1
POL-603632,Policy,603632,8/16/2003,8/16/2004,OH,Active,250/500,250K,500K,2000,1285.09,107.09,Monthly,43050.51,No,0,Yes,No,Yes,Yes,Custom Parts|Rideshare Coverage,2,No,No,Yes,17.7,State Farm,Agent,32,N/A,17/01/2015,UW-6120,TER-OH-87,1,1
POL-783494,Policy,783494,9/2/2014,9/2/2015,OH,Active,100/300,100K,300K,500,1537.07,128.09,Monthly,13065.09,Yes,3000000,No,No,Yes,Yes,Roadside Assistance,1,No,No,Yes,9.0,None - First Policy,Online,7,N/A,6/01/2015,UW-5077,TER-OH-92,2,1
POL-439049,Policy,439049,12/12/2011,12/12/2012,IN,Active,100/300,100K,300K,1000,1022.42,85.2,Monthly,15540.78,No,0,Yes,Yes,Yes,Yes,Custom Parts,1,No,No,Yes,13.1,State Farm,Agent,14,N/A,28/01/2015,UW-3247,TER-IN-13,3,1
POL-502634,Policy,502634,8/17/1991,8/17/1992,OH,Active,100/300,100K,300K,2000,1558.86,129.91,Monthly,36633.21,No,0,No,Yes,Yes,No,Custom Parts|Roadside Assistance,2,No,Yes,Yes,3.3,Nationwide,Phone,22,N/A,7/01/2015,UW-4008,TER-OH-73,3,1
POL-378588,Policy,378588,2/29/2004,2/29/2005,OH,Active,500/1000,500K,1000K,500,1757.87,146.49,Monthly,32520.59,No,0,No,Yes,Yes,Yes,None,0,No,Yes,Yes,24.8,State Farm,Online,17,N/A,12/01/2015,UW-2238,TER-OH-99,3,1
POL-794731,Policy,794731,2/22/2015,2/22/2016,IN,Active,250/500,250K,500K,1000,973.5,81.12,Monthly,33683.1,No,0,No,Yes,Yes,Yes,Custom Parts|Rental Reimbursement|Rideshare Coverage,3,No,No,Yes,10.4,Nationwide,Phone,33,N/A,10/01/2015,UW-9546,TER-IN-52,2,1
POL-641934,Policy,641934,12/25/2013,12/25/2014,OH,Active,500/1000,500K,1000K,500,1430.8,119.23,Annual,6009.36,No,0,Yes,Yes,Yes,No,None,0,Yes,No,No,17.8,Progressive,Referral,3,N/A,18/01/2015,UW-4127,TER-OH-43,2,1
POL-113516,Policy,113516,10/13/1990,10/13/1991,IL,Active,500/1000,500K,1000K,500,1192.27,99.36,Quarterly,25276.12,No,0,Yes,Yes,No,Yes,Rideshare Coverage|Roadside Assistance|New Car Replacement,3,Yes,Yes,Yes,23.5,None - First Policy,Online,20,N/A,2/01/2015,UW-2327,TER-IL-65,2,1
POL-425631,Policy,425631,7/5/2014,7/5/2015,IL,Active,250/500,250K,500K,500,1163.83,96.99,Monthly,13849.58,No,0,No,No,Yes,Yes,Rental Reimbursement|New Car Replacement,2,No,No,Yes,11.7,Nationwide,Referral,10,N/A,11/01/2015,UW-4751,TER-IL-54,2,1
POL-542245,Policy,542245,11/25/1991,11/25/1992,OH,Active,500/1000,500K,1000K,1000,1003.15,83.6,Quarterly,10834.02,No,0,No,Yes,Yes,Yes,None,0,Yes,Yes,Yes,1.8,Progressive,Online,9,N/A,10/01/2015,UW-7007,TER-OH-15,1,1
POL-512894,Policy,512894,10/2/1990,10/2/1991,OH,Active,250/500,250K,500K,2000,1153.54,96.13,Semi-Annual,23301.51,Yes,6000000,Yes,Yes,Yes,No,None,0,No,No,Yes,21.9,State Farm,Referral,19,N/A,11/01/2015,UW-4159,TER-OH-85,1,1
POL-633090,Policy,633090,2/17/2009,2/17/2010,IL,Active,100/300,100K,300K,1000,1631.1,135.92,Annual,13048.8,No,0,No,No,Yes,No,Custom Parts|Gap Coverage|Rideshare Coverage,3,Yes,Yes,Yes,24.3,State Farm,Agent,7,N/A,18/01/2015,UW-6721,TER-IL-86,2,1
POL-464234,Policy,464234,7/17/2005,7/17/2006,IL,Pending Renewal,500/1000,500K,1000K,1000,1252.48,104.37,Monthly,18787.2,No,0,Yes,No,Yes,Yes,None,0,Yes,No,Yes,3.6,Progressive,Online,14,N/A,25/01/2015,UW-9038,TER-IL-10,2,1
POL-290162,Policy,290162,3/12/1994,3/12/1995,IN,Active,100/300,100K,300K,1000,1677.26,139.77,Annual,20965.75,No,0,No,No,Yes,Yes,Custom Parts|Rideshare Coverage|Roadside Assistance,3,No,Yes,Yes,8.6,None - First Policy,Agent,11,N/A,2/01/2015,UW-5767,TER-IN-45,1,1
POL-638155,Policy,638155,8/3/1994,8/3/1995,IL,Pending Renewal,250/500,250K,500K,1000,979.73,81.64,Quarterly,37817.58,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Roadside Assistance,2,No,No,Yes,12.4,State Farm,Referral,37,N/A,7/01/2015,UW-8950,TER-IL-15,2,1
POL-911429,Policy,911429,8/25/2012,8/25/2013,IN,Active,250/500,250K,500K,500,989.24,82.44,Quarterly,38877.13,No,0,No,Yes,No,No,Rideshare Coverage,1,Yes,No,Yes,12.3,State Farm,Agent,38,N/A,1/01/2015,UW-9520,TER-IN-77,1,1
POL-106186,Policy,106186,12/2/2011,12/2/2012,IL,Active,500/1000,500K,1000K,1000,1389.86,115.82,Annual,8617.13,No,0,Yes,Yes,Yes,Yes,Roadside Assistance,1,No,Yes,Yes,18.5,Progressive,Online,5,N/A,12/01/2015,UW-8375,TER-IL-90,1,1
POL-311783,Policy,311783,2/25/2005,2/25/2006,OH,Active,100/300,100K,300K,500,1233.85,102.82,Monthly,19864.99,No,0,No,No,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,No,Yes,22.8,Progressive,Agent,15,N/A,8/01/2015,UW-7832,TER-OH-14,2,1
POL-528385,Policy,528385,11/7/1997,11/7/1998,IL,Active,500/1000,500K,1000K,500,1320.39,110.03,Semi-Annual,4753.4,No,0,Yes,No,Yes,Yes,Gap Coverage|Rideshare Coverage|New Car Replacement,3,No,No,No,0.9,Progressive,Agent,2,N/A,7/01/2015,UW-2619,TER-IL-44,2,1
POL-228403,Policy,228403,4/20/2004,4/20/2005,IN,Active,100/300,100K,300K,1000,1435.09,119.59,Monthly,30280.4,No,0,Yes,No,Yes,Yes,Custom Parts,1,Yes,Yes,Yes,2.3,Nationwide,Referral,20,N/A,28/01/2015,UW-1501,TER-IN-82,3,1
POL-209177,Policy,209177,11/17/2009,11/17/2010,IN,Active,500/1000,500K,1000K,500,1448.54,120.71,Annual,18396.46,No,0,No,Yes,Yes,Yes,Rental Reimbursement|Roadside Assistance|New Car Replacement,3,No,No,Yes,2.9,Nationwide,Referral,11,N/A,28/01/2015,UW-4743,TER-IN-99,2,1
POL-497929,Policy,497929,9/19/2009,9/19/2010,OH,Active,250/500,250K,500K,500,1733.56,144.46,Semi-Annual,23056.35,No,0,Yes,No,Yes,No,New Car Replacement|Rideshare Coverage|Rental Reimbursement,3,No,No,Yes,3.5,Allstate,Agent,12,N/A,11/01/2015,UW-6252,TER-OH-50,2,1
POL-735844,Policy,735844,11/8/2009,11/8/2010,IN,Active,100/300,100K,300K,500,1533.07,127.76,Quarterly,7205.43,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Gap Coverage,3,No,No,No,13.4,Progressive,Referral,3,N/A,22/01/2015,UW-6718,TER-IN-60,1,1
POL-710741,Policy,710741,9/12/2001,9/12/2002,IL,Active,100/300,100K,300K,500,1106.77,92.23,Monthly,26341.13,No,0,No,Yes,Yes,Yes,None,0,No,Yes,Yes,0.3,State Farm,Phone,22,N/A,5/01/2015,UW-4591,TER-IL-93,2,1
POL-276804,Policy,276804,11/27/1992,11/27/1993,IL,Active,100/300,100K,300K,500,995.7,82.98,Semi-Annual,199.14,Yes,5000000,Yes,No,Yes,Yes,Rental Reimbursement|Roadside Assistance|Rideshare Coverage,3,No,No,No,20.9,Progressive,Online,0,N/A,27/01/2015,UW-9112,TER-IL-65,2,1
POL-507545,Policy,507545,12/7/1998,12/7/1999,IL,Pending Renewal,250/500,250K,500K,1000,1298.85,108.24,Semi-Annual,30912.63,Yes,6000000,No,No,Yes,Yes,None,0,No,No,Yes,0.7,Progressive,Phone,22,N/A,21/01/2015,UW-9014,TER-IL-96,1,1
POL-485642,Policy,485642,8/25/1990,8/25/1991,OH,Active,250/500,250K,500K,1000,1276.73,106.39,Semi-Annual,25406.93,Yes,5000000,No,Yes,Yes,Yes,None,0,Yes,Yes,Yes,14.2,None - First Policy,Phone,18,N/A,2/01/2015,UW-6426,TER-OH-76,2,1
POL-796375,Policy,796375,10/22/2011,10/22/2012,OH,Cancelled,250/500,250K,500K,2000,1202.28,100.19,Monthly,6372.08,No,0,No,No,Yes,Yes,None,0,No,Yes,Yes,12.0,State Farm,Referral,4,N/A,25/01/2015,UW-6265,TER-OH-50,2,1
POL-171183,Policy,171183,2/1/1990,2/1/1991,IN,Lapsed,100/300,100K,300K,500,671.92,55.99,Quarterly,5509.74,No,0,No,Yes,Yes,Yes,Roadside Assistance,1,Yes,Yes,Yes,12.2,Progressive,Referral,7,N/A,10/01/2015,UW-9820,TER-IN-98,1,1
POL-110084,Policy,110084,11/27/1990,11/27/1991,IL,Active,250/500,250K,500K,1000,1358.03,113.17,Semi-Annual,1765.44,No,0,No,No,Yes,No,Roadside Assistance|New Car Replacement|Rideshare Coverage,3,Yes,No,No,8.8,State Farm,Agent,0,N/A,18/01/2015,UW-6488,TER-IL-55,1,1
POL-714784,Policy,714784,7/16/2004,7/16/2005,IN,Active,250/500,250K,500K,1000,1008.79,84.07,Semi-Annual,5850.98,Yes,4000000,Yes,Yes,Yes,Yes,Roadside Assistance,1,No,No,Yes,2.6,Nationwide,Agent,4,N/A,10/01/2015,UW-5052,TER-IN-97,2,1
POL-143924,Policy,143924,12/10/1993,12/10/1994,OH,Active,100/300,100K,300K,1000,1141.1,95.09,Quarterly,7074.82,No,0,Yes,Yes,No,Yes,New Car Replacement|Custom Parts|Rental Reimbursement,3,No,Yes,Yes,1.4,Allstate,Online,5,N/A,24/01/2015,UW-6956,TER-OH-26,2,1
POL-996850,Policy,996850,3/8/1995,3/8/1996,OH,Active,100/300,100K,300K,1000,1397.0,116.42,Monthly,28638.5,No,0,No,Yes,Yes,No,Rideshare Coverage|Gap Coverage|Roadside Assistance,3,No,Yes,Yes,16.7,Progressive,Agent,19,N/A,5/01/2015,UW-9363,TER-OH-24,1,1
POL-284834,Policy,284834,8/3/2009,8/3/2010,OH,Active,500/1000,500K,1000K,1000,1664.66,138.72,Quarterly,15314.87,No,0,No,Yes,Yes,Yes,Roadside Assistance|Rental Reimbursement|Rideshare Coverage,3,No,No,Yes,8.1,State Farm,Phone,8,N/A,21/01/2015,UW-7886,TER-OH-42,1,1
POL-830878,Policy,830878,11/3/1996,11/3/1997,IN,Active,250/500,250K,500K,1000,1151.39,95.95,Annual,22682.38,Yes,4000000,Yes,No,Yes,Yes,Roadside Assistance|Custom Parts|New Car Replacement,3,No,No,Yes,12.9,Progressive,Online,18,N/A,10/01/2015,UW-6423,TER-IN-35,2,1
POL-270208,Policy,270208,8/9/2004,8/9/2005,OH,Active,100/300,100K,300K,2000,1546.01,128.83,Annual,34321.42,No,0,No,Yes,Yes,No,Custom Parts,1,No,No,Yes,18.2,Allstate,Online,21,N/A,8/01/2015,UW-1045,TER-OH-88,3,1
POL-407958,Policy,407958,7/20/1991,7/20/1992,IL,Active,250/500,250K,500K,500,1063.67,88.64,Semi-Annual,41057.66,No,0,Yes,No,No,Yes,Rental Reimbursement,1,No,No,Yes,14.7,Allstate,Online,37,N/A,4/01/2015,UW-7901,TER-IL-30,2,1
POL-832300,Policy,832300,1/14/2005,1/14/2006,IN,Cancelled,100/300,100K,300K,1000,709.14,59.09,Annual,17870.33,No,0,No,Yes,Yes,Yes,None,0,No,No,Yes,8.1,State Farm,Online,24,N/A,17/01/2015,UW-2858,TER-IN-85,2,1
POL-927205,Policy,927205,12/16/2011,12/16/2012,IL,Active,250/500,250K,500K,500,1039.55,86.63,Quarterly,11850.87,No,0,Yes,No,Yes,No,None,0,Yes,Yes,Yes,13.7,None - First Policy,Agent,10,N/A,27/01/2015,UW-3900,TER-IL-75,2,1
POL-655356,Policy,655356,7/7/1996,7/7/1997,IL,Active,250/500,250K,500K,500,1339.39,111.62,Annual,6295.13,No,0,No,No,Yes,Yes,None,0,Yes,Yes,No,9.1,Allstate,Online,3,N/A,12/01/2015,UW-6205,TER-IL-12,1,1
POL-831053,Policy,831053,8/5/1992,8/5/1993,IN,Active,250/500,250K,500K,1000,1202.75,100.23,Semi-Annual,7457.05,No,0,Yes,No,Yes,Yes,Rideshare Coverage|Rental Reimbursement|Custom Parts,3,No,No,Yes,12.9,None - First Policy,Agent,5,N/A,8/01/2015,UW-9159,TER-IN-67,1,1
POL-432740,Policy,432740,10/9/1990,10/9/1991,IL,Pending Renewal,100/300,100K,300K,2000,1081.17,90.1,Quarterly,11784.75,No,0,No,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Rideshare Coverage,3,No,Yes,Yes,10.5,Nationwide,Agent,9,N/A,8/01/2015,UW-9264,TER-IL-42,2,1
POL-893853,Policy,893853,2/27/1994,2/27/1995,IL,Active,250/500,250K,500K,500,991.39,82.62,Quarterly,12689.79,No,0,Yes,Yes,Yes,No,None,0,No,Yes,Yes,10.1,Allstate,Agent,11,N/A,17/01/2015,UW-9862,TER-IL-77,1,1
POL-594988,Policy,594988,5/6/2007,5/6/2008,IN,Active,500/1000,500K,1000K,500,984.02,82.0,Monthly,20861.22,No,0,Yes,Yes,No,Yes,None,0,No,No,Yes,9.7,Progressive,Phone,20,N/A,20/01/2015,UW-9904,TER-IN-53,1,1
POL-979544,Policy,979544,4/21/2014,4/21/2015,IL,Active,100/300,100K,300K,500,1354.83,112.9,Quarterly,11651.54,No,0,Yes,No,No,Yes,Custom Parts|Rideshare Coverage|Gap Coverage,3,No,No,Yes,2.5,None - First Policy,Agent,7,N/A,25/01/2015,UW-4705,TER-IL-99,2,1
POL-191891,Policy,191891,2/11/2010,2/11/2011,OH,Pending Renewal,100/300,100K,300K,1000,830.31,69.19,Monthly,6725.51,No,0,Yes,No,Yes,Yes,None,0,No,Yes,Yes,16.4,Nationwide,Agent,7,N/A,1/01/2015,UW-3934,TER-OH-94,1,1
POL-831479,Policy,831479,6/4/2000,6/4/2001,IL,Active,100/300,100K,300K,2000,987.42,82.28,Monthly,17576.08,Yes,7000000,Yes,No,Yes,Yes,Gap Coverage|Rental Reimbursement|New Car Replacement,3,No,No,Yes,4.6,Progressive,Online,16,N/A,14/01/2015,UW-6591,TER-IL-68,1,1
POL-714346,Policy,714346,10/5/1991,10/5/1992,OH,Active,500/1000,500K,1000K,500,1119.29,93.27,Monthly,40854.08,No,0,Yes,Yes,Yes,No,Rideshare Coverage,1,Yes,Yes,Yes,19.4,State Farm,Phone,35,N/A,13/01/2015,UW-5869,TER-OH-74,1,1
POL-326289,Policy,326289,1/3/2004,1/3/2005,OH,Active,100/300,100K,300K,500,1048.39,87.37,Annual,7548.41,No,0,Yes,No,Yes,No,Rideshare Coverage|Rental Reimbursement,2,Yes,Yes,Yes,22.5,None - First Policy,Referral,6,N/A,28/01/2015,UW-5997,TER-OH-83,1,1
POL-944537,Policy,944537,7/23/1992,7/23/1993,OH,Active,500/1000,500K,1000K,1000,1074.47,89.54,Quarterly,2363.83,No,0,No,Yes,Yes,Yes,None,0,No,No,No,4.0,Nationwide,Agent,1,N/A,27/01/2015,UW-1417,TER-OH-18,1,1
POL-779156,Policy,779156,10/10/1993,10/10/1994,IL,Lapsed,500/1000,500K,1000K,1000,1230.76,102.56,Semi-Annual,21169.07,No,0,Yes,No,Yes,Yes,New Car Replacement|Gap Coverage,2,Yes,No,Yes,12.4,Progressive,Agent,16,N/A,20/01/2015,UW-2280,TER-IL-37,2,1
POL-856153,Policy,856153,7/9/2002,7/9/2003,OH,Active,500/1000,500K,1000K,500,1255.02,104.58,Annual,13303.21,No,0,No,Yes,Yes,Yes,None,0,No,Yes,Yes,19.0,State Farm,Referral,9,N/A,21/01/2015,UW-1637,TER-OH-13,1,1
POL-473338,Policy,473338,11/14/2010,11/14/2011,IN,Active,100/300,100K,300K,1000,1555.52,129.63,Semi-Annual,54754.3,No,0,No,Yes,Yes,No,Rideshare Coverage,1,No,No,Yes,15.7,Nationwide,Phone,34,N/A,7/01/2015,UW-2428,TER-IN-28,1,1
POL-521694,Policy,521694,3/3/1997,3/3/1998,IL,Active,100/300,100K,300K,2000,836.11,69.68,Annual,21069.97,Yes,5000000,No,Yes,Yes,Yes,None,0,Yes,No,Yes,12.2,State Farm,Agent,24,N/A,11/01/2015,UW-1478,TER-IL-45,2,1
POL-136520,Policy,136520,3/1/1997,3/1/1998,IN,Active,100/300,100K,300K,500,1450.98,120.92,Annual,27568.62,No,0,Yes,No,Yes,Yes,Custom Parts,1,No,No,Yes,1.1,Progressive,Online,18,N/A,5/01/2015,UW-2954,TER-IN-32,1,1
POL-730819,Policy,730819,8/18/1990,8/18/1991,IN,Active,250/500,250K,500K,2000,625.08,52.09,Semi-Annual,12439.09,No,0,Yes,No,Yes,Yes,Roadside Assistance|Rental Reimbursement|Gap Coverage,3,No,Yes,Yes,19.3,State Farm,Online,18,N/A,18/01/2015,UW-6213,TER-IN-53,2,1
POL-912665,Policy,912665,5/28/2014,5/28/2015,IL,Active,100/300,100K,300K,2000,1133.27,94.44,Annual,31164.92,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Roadside Assistance,2,No,No,Yes,8.2,Progressive,Referral,26,N/A,16/01/2015,UW-9790,TER-IL-54,2,1
POL-469966,Policy,469966,7/22/2004,7/22/2005,IN,Active,500/1000,500K,1000K,500,1366.6,113.88,Semi-Annual,14622.62,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,No,Yes,14.3,None - First Policy,Agent,9,N/A,22/01/2015,UW-9725,TER-IN-16,3,1
POL-952300,Policy,952300,8/2/2009,8/2/2010,OH,Active,500/1000,500K,1000K,1000,1439.9,119.99,Quarterly,17566.78,Yes,6000000,Yes,Yes,No,Yes,Rideshare Coverage|New Car Replacement,2,No,No,Yes,4.9,Allstate,Agent,11,N/A,2/01/2015,UW-3338,TER-OH-50,1,1
POL-322609,Policy,322609,7/5/2007,7/5/2008,OH,Active,500/1000,500K,1000K,1000,1230.69,102.56,Monthly,29413.49,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Rideshare Coverage,2,Yes,No,Yes,1.8,Progressive,Agent,22,N/A,14/01/2015,UW-2595,TER-OH-38,1,1
POL-890280,Policy,890280,1/24/2010,1/24/2011,OH,Active,100/300,100K,300K,2000,1307.68,108.97,Annual,15430.62,No,0,Yes,Yes,Yes,No,Custom Parts,1,No,Yes,Yes,13.9,State Farm,Online,10,N/A,16/01/2015,UW-1751,TER-OH-23,1,1
POL-431583,Policy,431583,5/15/2000,5/15/2001,IL,Active,500/1000,500K,1000K,2000,1124.69,93.72,Semi-Annual,15183.32,No,0,No,Yes,Yes,Yes,Gap Coverage,1,No,Yes,Yes,8.7,None - First Policy,Agent,12,N/A,20/01/2015,UW-2636,TER-IL-14,3,1
POL-155912,Policy,155912,3/21/2008,3/21/2009,OH,Active,100/300,100K,300K,1000,1520.78,126.73,Annual,17793.13,No,0,No,No,Yes,Yes,New Car Replacement|Custom Parts|Roadside Assistance,3,No,Yes,Yes,11.4,Allstate,Phone,10,N/A,26/01/2015,UW-9953,TER-OH-99,2,1
POL-110143,Policy,110143,5/7/1990,5/7/1991,OH,Active,100/300,100K,300K,2000,1609.11,134.09,Annual,14160.17,No,0,Yes,Yes,Yes,Yes,None,0,Yes,No,Yes,17.7,Progressive,Referral,7,N/A,8/01/2015,UW-8891,TER-OH-92,1,1
POL-808544,Policy,808544,2/5/1991,2/5/1992,IL,Active,500/1000,500K,1000K,1000,1358.91,113.24,Annual,33021.51,No,0,Yes,Yes,No,Yes,Gap Coverage,1,No,Yes,Yes,12.7,State Farm,Agent,23,N/A,15/01/2015,UW-1617,TER-IL-18,2,1
POL-409074,Policy,409074,3/19/1992,3/19/1993,OH,Active,500/1000,500K,1000K,500,1295.87,107.99,Monthly,3628.44,No,0,Yes,Yes,Yes,No,New Car Replacement|Rental Reimbursement|Roadside Assistance,3,Yes,Yes,No,1.4,Nationwide,Phone,1,N/A,12/01/2015,UW-3535,TER-OH-39,3,1
POL-824728,Policy,824728,4/24/2013,4/24/2014,IL,Pending Renewal,250/500,250K,500K,500,1161.03,96.75,Annual,28096.93,Yes,5000000,Yes,Yes,Yes,Yes,Rental Reimbursement|Rideshare Coverage|New Car Replacement,3,Yes,Yes,Yes,20.7,None - First Policy,Online,23,N/A,7/01/2015,UW-2541,TER-IL-98,1,1
POL-606037,Policy,606037,4/10/2009,4/10/2010,OH,Active,500/1000,500K,1000K,2000,1441.06,120.09,Annual,21904.11,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage|Roadside Assistance,2,No,No,Yes,2.2,Nationwide,Agent,14,N/A,7/01/2015,UW-7123,TER-OH-60,2,1
POL-636843,Policy,636843,12/1/2008,12/1/2009,OH,Active,100/300,100K,300K,1000,1097.99,91.5,Monthly,33159.3,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Rental Reimbursement|New Car Replacement,3,No,Yes,Yes,8.1,None - First Policy,Agent,29,N/A,9/01/2015,UW-6576,TER-OH-97,1,1
POL-111874,Policy,111874,7/5/2000,7/5/2001,IL,Lapsed,500/1000,500K,1000K,1000,1464.42,122.04,Quarterly,17426.6,No,0,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,3.0,None - First Policy,Online,10,N/A,14/01/2015,UW-7009,TER-IL-38,2,1
POL-439844,Policy,439844,6/11/2014,6/11/2015,IL,Active,250/500,250K,500K,500,1543.68,128.64,Annual,23463.94,No,0,Yes,Yes,Yes,Yes,None,0,Yes,No,Yes,16.1,Progressive,Agent,14,N/A,15/01/2015,UW-5736,TER-IL-41,1,1
POL-463513,Policy,463513,4/23/1995,4/23/1996,IL,Active,250/500,250K,500K,500,1390.89,115.91,Quarterly,29486.87,Yes,5000000,Yes,Yes,Yes,Yes,Rideshare Coverage|Custom Parts,2,Yes,No,Yes,1.7,Progressive,Referral,20,N/A,10/01/2015,UW-2731,TER-IL-61,3,1
POL-577858,Policy,577858,9/16/1990,9/16/1991,OH,Active,100/300,100K,300K,2000,1148.58,95.71,Semi-Annual,23890.46,No,0,Yes,No,Yes,Yes,Gap Coverage,1,No,No,Yes,20.8,Allstate,Agent,19,N/A,1/01/2015,UW-8353,TER-OH-61,3,1
POL-607351,Policy,607351,12/11/1998,12/11/1999,IN,Pending Renewal,250/500,250K,500K,500,1616.26,134.69,Semi-Annual,22789.27,No,0,Yes,Yes,Yes,Yes,New Car Replacement,1,No,Yes,Yes,15.6,State Farm,Agent,13,N/A,26/01/2015,UW-2650,TER-IN-72,3,1
POL-682754,Policy,682754,10/9/1995,10/9/1996,IL,Active,500/1000,500K,1000K,500,1398.94,116.58,Semi-Annual,27419.22,No,0,No,No,No,Yes,None,0,No,No,Yes,21.5,None - First Policy,Agent,18,N/A,17/01/2015,UW-2491,TER-IL-78,2,1
