:ID,:LABEL,entity_id,entity_type,degree_centrality,betweenness_centrality,pagerank_score,community_id,ring_suspicion_score,neighbor_fraud_rate,hop_2_fraud_count,shared_entity_count,claim_velocity_score,network_repeat_score,closed_loop_flag,cross_role_flag,computed_at
NF-CUST-IL-9425-7922,NetworkFeature,CUST-IL-9425-7922,Customer,0.8667,0.238,0.2268,COMM-CUST-16,0.24,0.183,0,3,0.147,0.119,No,No,2015-03-01
NF-CUST-IL-3955-9876,NetworkFeature,CUST-IL-3955-9876,Customer,0.4,0.2431,0.0307,COMM-CUST-41,0.166,0.001,0,0,0.028,0.069,No,No,2015-03-01
NF-CUST-IL-8898-3022,NetworkFeature,CUST-IL-8898-3022,Customer,0.6667,0.2923,0.7567,COMM-CUST-13,0.534,0.374,2,0,0.662,0.865,No,No,2015-03-01
NF-CUST-IN-8181-9407,NetworkFeature,CUST-IN-8181-9407,Customer,0.6,0.0901,0.3085,COMM-CUST-27,0.11,0.166,0,5,0.024,0.146,No,No,2015-03-01
NF-CUST-OH-2777-9589,NetworkFeature,CUST-OH-2777-9589,Customer,0.5333,0.0742,0.2405,COMM-CUST-15,0.024,0.181,1,2,0.231,0.299,No,No,2015-03-01
NF-CUST-IN-8426-8491,NetworkFeature,CUST-IN-8426-8491,Customer,0.4667,0.1401,0.279,COMM-CUST-21,0.208,0.014,1,3,0.299,0.011,No,No,2015-03-01
NF-CUST-OH-5778-6743,NetworkFeature,CUST-OH-5778-6743,Customer,0.4,0.2021,0.22,COMM-CUST-3,0.217,0.203,0,5,0.198,0.028,No,No,2015-03-01
NF-CUST-IL-8731-1698,NetworkFeature,CUST-IL-8731-1698,Customer,0.3333,0.2533,0.0916,COMM-CUST-36,0.204,0.108,0,2,0.218,0.043,No,No,2015-03-01
NF-CUST-IL-9945-4041,NetworkFeature,CUST-IL-9945-4041,Customer,0.8667,0.4917,0.7013,COMM-CUST-31,0.739,0.738,2,4,0.341,0.771,No,No,2015-03-01
NF-CUST-OH-7277-3475,NetworkFeature,CUST-OH-7277-3475,Customer,0.7333,0.1927,0.1793,COMM-CUST-37,0.105,0.132,0,3,0.264,0.012,No,No,2015-03-01
NF-CUST-IL-5225-9557,NetworkFeature,CUST-IL-5225-9557,Customer,0.9333,0.1654,0.1379,COMM-CUST-34,0.028,0.141,2,4,0.248,0.044,No,No,2015-03-01
NF-CUST-IN-3675-5471,NetworkFeature,CUST-IN-3675-5471,Customer,0.5333,0.1549,0.3898,COMM-CUST-9,0.337,0.047,1,0,0.279,0.153,No,No,2015-03-01
NF-CUST-IN-5861-6271,NetworkFeature,CUST-IN-5861-6271,Customer,1.0,0.0026,0.1803,COMM-CUST-24,0.218,0.223,2,0,0.086,0.019,No,No,2015-03-01
NF-CUST-OH-4248-3008,NetworkFeature,CUST-OH-4248-3008,Customer,0.6,0.2337,0.4465,COMM-CUST-10,0.404,0.479,2,4,0.616,0.593,No,No,2015-03-01
NF-CUST-IL-5128-8036,NetworkFeature,CUST-IL-5128-8036,Customer,0.4667,0.2742,0.6074,COMM-CUST-18,0.732,0.662,5,0,0.502,0.304,No,No,2015-03-01
NF-CUST-IL-3567-5851,NetworkFeature,CUST-IL-3567-5851,Customer,0.6667,0.0353,0.2669,COMM-CUST-3,0.207,0.095,2,3,0.062,0.107,No,No,2015-03-01
NF-CUST-OH-3305-2593,NetworkFeature,CUST-OH-3305-2593,Customer,0.4667,0.1414,0.011,COMM-CUST-23,0.261,0.065,2,3,0.055,0.11,No,No,2015-03-01
NF-CUST-IN-7790-3264,NetworkFeature,CUST-IN-7790-3264,Customer,0.2,0.7744,0.4281,COMM-CUST-39,0.828,0.447,8,2,0.515,0.782,No,No,2015-03-01
NF-CUST-OH-7995-9868,NetworkFeature,CUST-OH-7995-9868,Customer,0.7333,0.2415,0.3271,COMM-CUST-35,0.223,0.06,2,4,0.023,0.131,No,No,2015-03-01
NF-CUST-OH-9879-4090,NetworkFeature,CUST-OH-9879-4090,Customer,0.6,0.702,0.4575,COMM-CUST-29,0.411,0.495,2,4,0.639,0.507,No,No,2015-03-01
NF-CUST-OH-9677-8229,NetworkFeature,CUST-OH-9677-8229,Customer,0.4,0.0362,0.0488,COMM-CUST-44,0.1,0.24,0,1,0.135,0.001,No,No,2015-03-01
NF-CUST-IL-8304-5085,NetworkFeature,CUST-IL-8304-5085,Customer,0.2667,0.0601,0.0698,COMM-CUST-1,0.24,0.163,2,5,0.118,0.147,No,No,2015-03-01
NF-CUST-IN-1273-1761,NetworkFeature,CUST-IN-1273-1761,Customer,0.6,0.259,0.3707,COMM-CUST-44,0.238,0.222,1,3,0.17,0.286,No,No,2015-03-01
NF-CUST-OH-7869-4038,NetworkFeature,CUST-OH-7869-4038,Customer,0.6,0.2709,0.2536,COMM-CUST-43,0.32,0.022,2,2,0.193,0.144,No,No,2015-03-01
NF-CUST-IN-3328-1393,NetworkFeature,CUST-IN-3328-1393,Customer,0.9333,0.5533,0.4694,COMM-CUST-12,0.476,0.584,8,5,0.896,0.659,No,No,2015-03-01
NF-CUST-IN-4486-6947,NetworkFeature,CUST-IN-4486-6947,Customer,0.5333,0.1284,0.059,COMM-CUST-13,0.145,0.128,0,4,0.101,0.205,No,No,2015-03-01
NF-CUST-OH-5260-2832,NetworkFeature,CUST-OH-5260-2832,Customer,0.8667,0.0669,0.0774,COMM-CUST-20,0.141,0.198,0,4,0.087,0.148,No,No,2015-03-01
NF-CUST-IL-4444-7891,NetworkFeature,CUST-IL-4444-7891,Customer,0.5333,0.2275,0.1356,COMM-CUST-11,0.279,0.056,1,1,0.143,0.073,No,No,2015-03-01
NF-CUST-IL-6895-7617,NetworkFeature,CUST-IL-6895-7617,Customer,0.8,0.7065,0.4629,COMM-CUST-26,0.526,0.791,2,1,0.34,0.829,Yes,No,2015-03-01
NF-CUST-IL-8060-9997,NetworkFeature,CUST-IL-8060-9997,Customer,0.6667,0.0583,0.0836,COMM-CUST-41,0.261,0.229,0,3,0.15,0.02,No,No,2015-03-01
NF-CUST-IN-3846-2535,NetworkFeature,CUST-IN-3846-2535,Customer,0.9333,0.5682,0.444,COMM-CUST-0,0.843,0.425,2,3,0.749,0.752,No,No,2015-03-01
NF-CUST-IN-7564-2471,NetworkFeature,CUST-IN-7564-2471,Customer,0.6,0.0536,0.2498,COMM-CUST-24,0.339,0.121,1,0,0.001,0.267,No,No,2015-03-01
NF-CUST-IL-6557-5463,NetworkFeature,CUST-IL-6557-5463,Customer,0.4667,0.2391,0.3294,COMM-CUST-0,0.243,0.159,2,4,0.261,0.034,No,No,2015-03-01
NF-CUST-IL-4199-5915,NetworkFeature,CUST-IL-4199-5915,Customer,0.8667,0.1507,0.1939,COMM-CUST-7,0.26,0.062,2,3,0.133,0.169,No,No,2015-03-01
NF-CUST-IL-2750-9374,NetworkFeature,CUST-IL-2750-9374,Customer,0.4667,0.1798,0.2764,COMM-CUST-18,0.213,0.069,0,3,0.294,0.297,No,No,2015-03-01
NF-CUST-IN-5156-1023,NetworkFeature,CUST-IN-5156-1023,Customer,0.4,0.1402,0.2306,COMM-CUST-5,0.314,0.218,1,5,0.026,0.272,No,No,2015-03-01
NF-CUST-IL-1328-4778,NetworkFeature,CUST-IL-1328-4778,Customer,0.8,0.1352,0.2263,COMM-CUST-37,0.338,0.096,0,0,0.095,0.074,No,No,2015-03-01
NF-CUST-IL-7149-5644,NetworkFeature,CUST-IL-7149-5644,Customer,0.8,0.2303,0.0813,COMM-CUST-17,0.319,0.112,1,2,0.008,0.084,No,No,2015-03-01
NF-CUST-IL-2978-7517,NetworkFeature,CUST-IL-2978-7517,Customer,0.4667,0.2153,0.3659,COMM-CUST-21,0.199,0.192,2,2,0.12,0.179,No,No,2015-03-01
NF-CUST-IL-4267-9184,NetworkFeature,CUST-IL-4267-9184,Customer,0.6,0.1469,0.3571,COMM-CUST-18,0.308,0.139,0,2,0.261,0.296,No,No,2015-03-01
NF-CUST-IN-6150-3463,NetworkFeature,CUST-IN-6150-3463,Customer,0.2667,0.0792,0.0634,COMM-CUST-20,0.13,0.039,0,5,0.168,0.085,No,No,2015-03-01
NF-CUST-OH-7712-9837,NetworkFeature,CUST-OH-7712-9837,Customer,0.1333,0.3007,0.7521,COMM-CUST-0,0.463,0.429,3,4,0.43,0.335,No,No,2015-03-01
NF-CUST-IL-2358-7873,NetworkFeature,CUST-IL-2358-7873,Customer,0.4,0.7233,0.498,COMM-CUST-46,0.765,0.474,4,1,0.457,0.721,No,No,2015-03-01
NF-CUST-IN-9316-6436,NetworkFeature,CUST-IN-9316-6436,Customer,0.6,0.5494,0.7357,COMM-CUST-17,0.596,0.675,3,0,0.393,0.858,No,No,2015-03-01
NF-CUST-OH-3716-3106,NetworkFeature,CUST-OH-3716-3106,Customer,0.2667,0.1825,0.1284,COMM-CUST-28,0.282,0.004,0,1,0.243,0.219,No,No,2015-03-01
NF-CUST-IL-4271-5768,NetworkFeature,CUST-IL-4271-5768,Customer,0.3333,0.2939,0.0289,COMM-CUST-38,0.322,0.047,0,2,0.212,0.233,No,No,2015-03-01
NF-CUST-OH-2613-6074,NetworkFeature,CUST-OH-2613-6074,Customer,0.6667,0.7637,0.4878,COMM-CUST-29,0.742,0.64,8,1,0.494,0.67,No,No,2015-03-01
NF-CUST-IN-5829-4510,NetworkFeature,CUST-IN-5829-4510,Customer,0.3333,0.618,0.8482,COMM-CUST-29,0.84,0.774,3,5,0.74,0.88,No,Yes,2015-03-01
NF-CUST-OH-2780-8845,NetworkFeature,CUST-OH-2780-8845,Customer,0.8667,0.2799,0.0342,COMM-CUST-14,0.08,0.115,0,2,0.101,0.264,No,No,2015-03-01
NF-CUST-OH-1531-2603,NetworkFeature,CUST-OH-1531-2603,Customer,0.3333,0.1157,0.0634,COMM-CUST-26,0.288,0.129,0,0,0.135,0.213,No,No,2015-03-01
NF-CUST-IL-5152-2097,NetworkFeature,CUST-IL-5152-2097,Customer,0.2667,0.0441,0.3502,COMM-CUST-10,0.19,0.002,2,1,0.072,0.101,No,No,2015-03-01
NF-CUST-IL-8604-4679,NetworkFeature,CUST-IL-8604-4679,Customer,0.6,0.1093,0.1328,COMM-CUST-0,0.019,0.164,0,2,0.283,0.213,No,No,2015-03-01
NF-CUST-OH-3517-1267,NetworkFeature,CUST-OH-3517-1267,Customer,0.6,0.2404,0.2955,COMM-CUST-30,0.191,0.144,2,0,0.121,0.203,No,No,2015-03-01
NF-CUST-IN-4037-1995,NetworkFeature,CUST-IN-4037-1995,Customer,0.5333,0.1101,0.3668,COMM-CUST-46,0.345,0.007,2,3,0.179,0.25,No,No,2015-03-01
NF-CUST-IL-1620-1098,NetworkFeature,CUST-IL-1620-1098,Customer,0.8,0.1685,0.3577,COMM-CUST-3,0.146,0.073,2,4,0.107,0.223,No,No,2015-03-01
NF-CUST-IN-7403-7984,NetworkFeature,CUST-IN-7403-7984,Customer,0.6,0.7181,0.5685,COMM-CUST-7,0.796,0.62,3,2,0.625,0.384,No,No,2015-03-01
NF-CUST-IL-8767-3284,NetworkFeature,CUST-IL-8767-3284,Customer,0.7333,0.2074,0.3306,COMM-CUST-31,0.256,0.215,2,0,0.142,0.137,No,No,2015-03-01
NF-CUST-IN-9515-4564,NetworkFeature,CUST-IN-9515-4564,Customer,0.3333,0.1382,0.0677,COMM-CUST-17,0.075,0.209,0,4,0.139,0.205,No,No,2015-03-01
NF-CUST-IL-5767-3195,NetworkFeature,CUST-IL-5767-3195,Customer,0.8,0.2541,0.0513,COMM-CUST-46,0.106,0.014,1,5,0.209,0.215,No,No,2015-03-01
NF-CUST-OH-3910-7990,NetworkFeature,CUST-OH-3910-7990,Customer,0.4667,0.2134,0.1299,COMM-CUST-20,0.207,0.217,0,3,0.103,0.128,No,No,2015-03-01
NF-CUST-IL-2258-7737,NetworkFeature,CUST-IL-2258-7737,Customer,0.7333,0.2842,0.7721,COMM-CUST-37,0.631,0.567,3,1,0.561,0.384,No,No,2015-03-01
NF-CUST-IL-9849-8298,NetworkFeature,CUST-IL-9849-8298,Customer,0.6667,0.2396,0.0328,COMM-CUST-38,0.159,0.238,2,1,0.142,0.203,No,No,2015-03-01
NF-CUST-IL-8903-8060,NetworkFeature,CUST-IL-8903-8060,Customer,0.4667,0.2612,0.096,COMM-CUST-6,0.061,0.222,2,5,0.259,0.221,No,No,2015-03-01
NF-CUST-IN-8032-4096,NetworkFeature,CUST-IN-8032-4096,Customer,0.5333,0.2165,0.2131,COMM-CUST-24,0.213,0.173,0,5,0.047,0.171,No,No,2015-03-01
NF-CUST-IN-4149-6899,NetworkFeature,CUST-IN-4149-6899,Customer,0.6,0.6182,0.5598,COMM-CUST-49,0.783,0.623,6,4,0.418,0.781,Yes,No,2015-03-01
NF-CUST-IN-4145-4772,NetworkFeature,CUST-IN-4145-4772,Customer,0.7333,0.5073,0.7158,COMM-CUST-16,0.743,0.512,8,3,0.666,0.624,No,No,2015-03-01
NF-CUST-OH-8184-3568,NetworkFeature,CUST-OH-8184-3568,Customer,0.5333,0.0109,0.0156,COMM-CUST-9,0.117,0.042,1,4,0.107,0.026,No,No,2015-03-01
NF-CUST-IL-4873-9275,NetworkFeature,CUST-IL-4873-9275,Customer,0.2,0.616,0.6842,COMM-CUST-48,0.561,0.328,2,0,0.318,0.8,No,No,2015-03-01
NF-CUST-IN-1597-8616,NetworkFeature,CUST-IN-1597-8616,Customer,0.4,0.1579,0.0483,COMM-CUST-19,0.126,0.129,1,4,0.252,0.073,No,No,2015-03-01
NF-CUST-IL-8658-4072,NetworkFeature,CUST-IL-8658-4072,Customer,0.4667,0.2379,0.2271,COMM-CUST-25,0.065,0.172,0,1,0.138,0.092,No,No,2015-03-01
NF-CUST-OH-4065-7065,NetworkFeature,CUST-OH-4065-7065,Customer,0.1333,0.0333,0.219,COMM-CUST-49,0.291,0.016,1,0,0.192,0.197,No,No,2015-03-01
NF-CUST-IL-6230-8623,NetworkFeature,CUST-IL-6230-8623,Customer,1.0,0.2277,0.3384,COMM-CUST-47,0.348,0.084,2,5,0.106,0.118,No,No,2015-03-01
NF-CUST-OH-9354-8873,NetworkFeature,CUST-OH-9354-8873,Customer,0.3333,0.1655,0.0378,COMM-CUST-8,0.145,0.196,0,5,0.084,0.197,No,No,2015-03-01
NF-CUST-IL-1068-4277,NetworkFeature,CUST-IL-1068-4277,Customer,0.7333,0.044,0.2795,COMM-CUST-13,0.21,0.15,1,3,0.259,0.182,No,No,2015-03-01
NF-CUST-IN-5638-2908,NetworkFeature,CUST-IN-5638-2908,Customer,0.6667,0.1178,0.362,COMM-CUST-18,0.246,0.216,1,0,0.226,0.231,No,No,2015-03-01
NF-CUST-IN-6208-8757,NetworkFeature,CUST-IN-6208-8757,Customer,0.6,0.0758,0.2626,COMM-CUST-12,0.182,0.05,1,4,0.094,0.11,No,No,2015-03-01
NF-CUST-IL-5831-5940,NetworkFeature,CUST-IL-5831-5940,Customer,0.8667,0.4573,0.7204,COMM-CUST-37,0.809,0.675,4,3,0.342,0.887,No,Yes,2015-03-01
NF-CUST-OH-3376-7879,NetworkFeature,CUST-OH-3376-7879,Customer,0.4,0.0542,0.1757,COMM-CUST-49,0.309,0.025,2,3,0.135,0.256,No,No,2015-03-01
NF-CUST-IL-4459-8524,NetworkFeature,CUST-IL-4459-8524,Customer,0.4667,0.208,0.8218,COMM-CUST-18,0.459,0.316,2,0,0.519,0.502,No,No,2015-03-01
NF-CUST-IL-1566-1403,NetworkFeature,CUST-IL-1566-1403,Customer,0.5333,0.2846,0.1579,COMM-CUST-26,0.051,0.195,2,5,0.162,0.19,No,No,2015-03-01
NF-CUST-IN-4219-4495,NetworkFeature,CUST-IN-4219-4495,Customer,0.6,0.7553,0.8124,COMM-CUST-41,0.739,0.307,2,3,0.749,0.876,Yes,No,2015-03-01
NF-CUST-IN-6132-2320,NetworkFeature,CUST-IN-6132-2320,Customer,0.3333,0.0064,0.3597,COMM-CUST-14,0.02,0.238,2,2,0.229,0.22,No,No,2015-03-01
NF-CUST-OH-8044-9316,NetworkFeature,CUST-OH-8044-9316,Customer,0.3333,0.1624,0.2112,COMM-CUST-22,0.091,0.074,1,0,0.14,0.154,No,No,2015-03-01
NF-CUST-IN-5535-3227,NetworkFeature,CUST-IN-5535-3227,Customer,0.4,0.2105,0.0689,COMM-CUST-34,0.023,0.118,0,5,0.286,0.237,No,No,2015-03-01
NF-CUST-IL-3995-6161,NetworkFeature,CUST-IL-3995-6161,Customer,0.4,0.1106,0.2823,COMM-CUST-36,0.26,0.14,1,2,0.019,0.094,No,No,2015-03-01
NF-CUST-IL-3315-3224,NetworkFeature,CUST-IL-3315-3224,Customer,0.4667,0.3993,0.483,COMM-CUST-44,0.838,0.711,7,0,0.487,0.689,No,No,2015-03-01
NF-CUST-OH-3800-1140,NetworkFeature,CUST-OH-3800-1140,Customer,0.4667,0.2216,0.2554,COMM-CUST-42,0.135,0.084,1,5,0.008,0.155,No,No,2015-03-01
NF-CUST-IL-7015-9314,NetworkFeature,CUST-IL-7015-9314,Customer,0.7333,0.7067,0.5176,COMM-CUST-18,0.888,0.418,2,3,0.731,0.792,Yes,No,2015-03-01
NF-CUST-IN-3607-7128,NetworkFeature,CUST-IN-3607-7128,Customer,0.4,0.0633,0.3955,COMM-CUST-24,0.137,0.073,0,2,0.252,0.069,No,No,2015-03-01
NF-CUST-OH-9587-6984,NetworkFeature,CUST-OH-9587-6984,Customer,0.6667,0.1435,0.0118,COMM-CUST-32,0.019,0.16,2,1,0.113,0.201,No,No,2015-03-01
NF-CUST-IN-7979-6345,NetworkFeature,CUST-IN-7979-6345,Customer,0.4667,0.0448,0.0516,COMM-CUST-8,0.124,0.193,2,0,0.086,0.063,No,No,2015-03-01
NF-CUST-OH-8839-5151,NetworkFeature,CUST-OH-8839-5151,Customer,1.0,0.2013,0.2841,COMM-CUST-8,0.248,0.131,1,5,0.042,0.241,No,No,2015-03-01
NF-CUST-IL-3406-9216,NetworkFeature,CUST-IL-3406-9216,Customer,0.7333,0.2705,0.1329,COMM-CUST-22,0.247,0.066,1,4,0.293,0.298,No,No,2015-03-01
NF-CUST-OH-4357-5165,NetworkFeature,CUST-OH-4357-5165,Customer,0.5333,0.0087,0.3837,COMM-CUST-33,0.238,0.128,0,0,0.125,0.096,No,No,2015-03-01
NF-CUST-IL-5638-3026,NetworkFeature,CUST-IL-5638-3026,Customer,0.4,0.6461,0.7476,COMM-CUST-9,0.602,0.337,6,3,0.727,0.377,No,No,2015-03-01
NF-CUST-OH-2008-9321,NetworkFeature,CUST-OH-2008-9321,Customer,0.4667,0.1507,0.372,COMM-CUST-14,0.197,0.244,2,2,0.183,0.242,No,No,2015-03-01
NF-CUST-IN-5339-9307,NetworkFeature,CUST-IN-5339-9307,Customer,0.6667,0.6578,0.4297,COMM-CUST-25,0.728,0.647,3,4,0.641,0.38,Yes,No,2015-03-01
NF-CUST-IN-2650-7639,NetworkFeature,CUST-IN-2650-7639,Customer,0.6,0.5051,0.7363,COMM-CUST-24,0.618,0.571,6,1,0.718,0.636,No,No,2015-03-01
NF-CUST-IN-3544-4481,NetworkFeature,CUST-IN-3544-4481,Customer,0.4667,0.1732,0.1609,COMM-CUST-39,0.289,0.12,1,4,0.162,0.222,No,No,2015-03-01
NF-CUST-OH-5667-3874,NetworkFeature,CUST-OH-5667-3874,Customer,0.6,0.2535,0.8034,COMM-CUST-26,0.48,0.504,4,0,0.834,0.662,No,No,2015-03-01
NF-CUST-OH-8327-5400,NetworkFeature,CUST-OH-8327-5400,Customer,0.3333,0.781,0.8098,COMM-CUST-13,0.682,0.658,4,4,0.633,0.485,Yes,No,2015-03-01
NF-CUST-IN-3866-4538,NetworkFeature,CUST-IN-3866-4538,Customer,0.6667,0.2586,0.843,COMM-CUST-5,0.543,0.323,8,3,0.543,0.514,No,No,2015-03-01
NF-CUST-IL-9792-3051,NetworkFeature,CUST-IL-9792-3051,Customer,1.0,0.1267,0.1587,COMM-CUST-46,0.094,0.149,0,2,0.006,0.297,No,No,2015-03-01
NF-CUST-OH-5947-5696,NetworkFeature,CUST-OH-5947-5696,Customer,0.4667,0.2406,0.0914,COMM-CUST-17,0.126,0.004,1,4,0.271,0.264,No,No,2015-03-01
NF-CUST-IN-2167-4459,NetworkFeature,CUST-IN-2167-4459,Customer,0.2667,0.4491,0.4436,COMM-CUST-6,0.859,0.423,2,3,0.725,0.458,No,No,2015-03-01
NF-CUST-IL-3690-9907,NetworkFeature,CUST-IL-3690-9907,Customer,1.0,0.0111,0.118,COMM-CUST-10,0.117,0.107,2,1,0.139,0.114,No,No,2015-03-01
NF-CUST-IN-5144-7585,NetworkFeature,CUST-IN-5144-7585,Customer,0.6667,0.2204,0.3259,COMM-CUST-8,0.11,0.041,1,3,0.067,0.027,No,No,2015-03-01
NF-CUST-OH-9541-2963,NetworkFeature,CUST-OH-9541-2963,Customer,0.2,0.0436,0.3306,COMM-CUST-22,0.332,0.061,0,1,0.197,0.088,No,No,2015-03-01
NF-CUST-IL-1501-3138,NetworkFeature,CUST-IL-1501-3138,Customer,0.4667,0.235,0.3512,COMM-CUST-36,0.316,0.215,2,5,0.246,0.062,No,No,2015-03-01
NF-CUST-OH-3886-5052,NetworkFeature,CUST-OH-3886-5052,Customer,0.4667,0.6431,0.7553,COMM-CUST-48,0.677,0.685,6,2,0.675,0.511,No,Yes,2015-03-01
NF-CUST-IL-4572-7864,NetworkFeature,CUST-IL-4572-7864,Customer,0.8,0.2702,0.0459,COMM-CUST-19,0.213,0.185,0,2,0.108,0.11,No,No,2015-03-01
NF-CUST-IL-2066-3685,NetworkFeature,CUST-IL-2066-3685,Customer,0.4,0.0724,0.3539,COMM-CUST-49,0.069,0.23,2,1,0.119,0.21,No,No,2015-03-01
NF-CUST-OH-7452-6356,NetworkFeature,CUST-OH-7452-6356,Customer,0.5333,0.0457,0.2838,COMM-CUST-4,0.018,0.093,1,2,0.141,0.063,No,No,2015-03-01
NF-CUST-OH-4127-2990,NetworkFeature,CUST-OH-4127-2990,Customer,0.4,0.0274,0.1862,COMM-CUST-16,0.302,0.247,2,2,0.225,0.237,No,No,2015-03-01
NF-CUST-IN-7367-3570,NetworkFeature,CUST-IN-7367-3570,Customer,0.8667,0.1991,0.1283,COMM-CUST-29,0.252,0.098,2,1,0.09,0.2,No,No,2015-03-01
NF-CUST-OH-3479-3584,NetworkFeature,CUST-OH-3479-3584,Customer,0.2,0.3907,0.8699,COMM-CUST-47,0.66,0.621,3,1,0.722,0.511,No,No,2015-03-01
NF-CUST-IN-6260-5592,NetworkFeature,CUST-IN-6260-5592,Customer,0.6667,0.0061,0.0774,COMM-CUST-10,0.206,0.237,2,1,0.214,0.055,No,No,2015-03-01
NF-CUST-IL-2181-5699,NetworkFeature,CUST-IL-2181-5699,Customer,0.6,0.2317,0.1598,COMM-CUST-33,0.27,0.173,0,5,0.021,0.014,No,No,2015-03-01
NF-CUST-OH-9994-5024,NetworkFeature,CUST-OH-9994-5024,Customer,0.5333,0.6992,0.8605,COMM-CUST-13,0.878,0.688,2,0,0.657,0.335,No,No,2015-03-01
NF-CUST-IL-8580-3421,NetworkFeature,CUST-IL-8580-3421,Customer,0.3333,0.4658,0.8156,COMM-CUST-22,0.69,0.501,5,1,0.61,0.727,No,No,2015-03-01
NF-CUST-IL-5003-3555,NetworkFeature,CUST-IL-5003-3555,Customer,0.6,0.0638,0.21,COMM-CUST-11,0.046,0.028,1,0,0.121,0.248,No,No,2015-03-01
NF-CUST-OH-9037-6704,NetworkFeature,CUST-OH-9037-6704,Customer,0.9333,0.0037,0.1748,COMM-CUST-11,0.33,0.116,0,5,0.054,0.249,No,No,2015-03-01
NF-CUST-OH-8738-3660,NetworkFeature,CUST-OH-8738-3660,Customer,0.9333,0.229,0.3035,COMM-CUST-49,0.055,0.05,1,5,0.223,0.146,No,No,2015-03-01
NF-CUST-IN-2042-8632,NetworkFeature,CUST-IN-2042-8632,Customer,0.3333,0.1192,0.3556,COMM-CUST-27,0.332,0.109,2,3,0.11,0.176,No,No,2015-03-01
NF-CUST-OH-4671-1039,NetworkFeature,CUST-OH-4671-1039,Customer,0.6667,0.0965,0.1627,COMM-CUST-9,0.112,0.239,2,4,0.213,0.083,No,No,2015-03-01
NF-CUST-OH-3577-7123,NetworkFeature,CUST-OH-3577-7123,Customer,0.8667,0.2037,0.3762,COMM-CUST-40,0.274,0.062,0,3,0.196,0.228,No,No,2015-03-01
NF-CUST-IL-8900-9869,NetworkFeature,CUST-IL-8900-9869,Customer,0.8667,0.2236,0.3053,COMM-CUST-36,0.047,0.092,0,3,0.056,0.285,No,No,2015-03-01
NF-CUST-IN-7516-7078,NetworkFeature,CUST-IN-7516-7078,Customer,1.0,0.1332,0.0437,COMM-CUST-49,0.203,0.192,2,2,0.128,0.042,No,No,2015-03-01
NF-CUST-OH-8766-5983,NetworkFeature,CUST-OH-8766-5983,Customer,0.8667,0.2255,0.2035,COMM-CUST-1,0.186,0.052,0,4,0.298,0.244,No,No,2015-03-01
NF-CUST-OH-7569-6776,NetworkFeature,CUST-OH-7569-6776,Customer,0.3333,0.2423,0.0711,COMM-CUST-30,0.094,0.001,2,5,0.153,0.115,No,No,2015-03-01
NF-CUST-IN-1214-8282,NetworkFeature,CUST-IN-1214-8282,Customer,0.8,0.3968,0.78,COMM-CUST-40,0.407,0.755,2,2,0.618,0.386,No,No,2015-03-01
NF-CUST-OH-4112-5145,NetworkFeature,CUST-OH-4112-5145,Customer,0.6,0.0579,0.3149,COMM-CUST-10,0.33,0.248,1,2,0.212,0.253,No,No,2015-03-01
NF-CUST-IN-5384-5914,NetworkFeature,CUST-IN-5384-5914,Customer,0.1333,0.2873,0.1924,COMM-CUST-29,0.315,0.168,1,5,0.165,0.281,No,No,2015-03-01
NF-CUST-IN-9320-8621,NetworkFeature,CUST-IN-9320-8621,Customer,0.8,0.0125,0.3532,COMM-CUST-30,0.108,0.228,2,1,0.184,0.297,No,No,2015-03-01
NF-CUST-OH-4637-4701,NetworkFeature,CUST-OH-4637-4701,Customer,0.5333,0.1565,0.3376,COMM-CUST-3,0.179,0.065,2,1,0.116,0.046,No,No,2015-03-01
NF-CUST-IN-5526-1416,NetworkFeature,CUST-IN-5526-1416,Customer,0.8667,0.0334,0.0428,COMM-CUST-38,0.24,0.192,1,0,0.073,0.025,No,No,2015-03-01
NF-CUST-OH-9366-3576,NetworkFeature,CUST-OH-9366-3576,Customer,0.4667,0.2584,0.2165,COMM-CUST-6,0.026,0.153,1,2,0.29,0.258,No,No,2015-03-01
NF-CUST-IL-3488-5952,NetworkFeature,CUST-IL-3488-5952,Customer,0.4,0.2848,0.179,COMM-CUST-46,0.305,0.229,1,0,0.231,0.075,No,No,2015-03-01
NF-CUST-IN-9441-9068,NetworkFeature,CUST-IN-9441-9068,Customer,0.8,0.24,0.7038,COMM-CUST-7,0.59,0.777,8,2,0.497,0.67,No,No,2015-03-01
NF-CUST-IN-6899-5948,NetworkFeature,CUST-IN-6899-5948,Customer,0.5333,0.1962,0.142,COMM-CUST-35,0.113,0.191,0,5,0.205,0.256,No,No,2015-03-01
NF-CUST-OH-9010-5712,NetworkFeature,CUST-OH-9010-5712,Customer,0.8,0.7606,0.5725,COMM-CUST-41,0.784,0.418,4,1,0.858,0.565,No,No,2015-03-01
NF-CUST-IN-3962-2792,NetworkFeature,CUST-IN-3962-2792,Customer,0.6667,0.0619,0.1999,COMM-CUST-41,0.091,0.205,1,3,0.128,0.205,No,No,2015-03-01
NF-CUST-OH-6821-5109,NetworkFeature,CUST-OH-6821-5109,Customer,0.8,0.1523,0.244,COMM-CUST-48,0.089,0.087,1,0,0.018,0.083,No,No,2015-03-01
